id,title,overview,release_date,popularity,vote_average,vote_count,genre_ids,genres
303451,Strings,"María's routine at school is altered by the arrival of a very special child. Soon, they become close friends.",2013-11-15,5.0286,8.0,221,"[16, 18, 10751]",Animation|Drama|Family
707,A View to a Kill,A newly-developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin who forms a plan to destroy his only competition in Silicon Valley by triggering a massive earthquake in the San Francisco Bay.,1985-05-24,5.2926,6.243,2111,"[12, 28, 53]",Adventure|Action|Thriller
256591,Focus,"Nicky, an accomplished con artist, gets romantically involved with his disciple Jess but later ends their relationship. Years later, she returns as a femme fatale to spoil his plans.",2015-02-25,5.1601,6.871,8128,"[10749, 35, 80]",Romance|Comedy|Crime
1016121,Beautiful Disaster,College freshman Abby tries to distance herself from her dark past while resisting her attraction to bad boy Travis.,2023-04-04,4.2809,6.642,871,"[10749, 18, 35]",Romance|Drama|Comedy
30785,Evil Toons,"Four sexy young girls are to clean an old house for the new owners. They get delivered an old book full of magic incantations, and while reading it they accidentally bring a cartoon character to life. The cartoon character likes the blood of young girls...",1992-01-08,5.2487,4.8,120,"[35, 27]",Comedy|Horror
644124,Dampyr,"In war-torn Balkans, bogus monster hunter Harlan Draka is hired by soldiers who happen to be under attack by an army of actual vampires, uncovering the hidden truth about his past in the process: he is half-human and half-vampire... a Dampyr.",2022-10-28,5.0533,6.229,175,"[27, 14, 28]",Horror|Fantasy|Action
949423,Pearl,"Trapped on her family’s isolated farm, Pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. Lusting for a glamorous life like she’s seen in the movies, Pearl’s ambitions, temptations, and repressions collide.",2022-09-16,5.9318,7.2,2412,"[27, 53]",Horror|Thriller
124294,Soar Into the Sun,Tae-hun causes trouble for the his unit with his antics. He does not take much seriously until a dogfight leaves a pilot dead and another missing. Tae-hun and the other members of his unit launch a rescue mission to prevent a war from breaking out.,2012-08-15,5.0961,6.6,140,"[28, 18, 10749]",Action|Drama|Romance
649928,Robin Robin,A bird raised by mice begins to question where she belongs and sets off on a daring journey of self-discovery.,2021-10-09,4.9857,7.026,208,"[16, 12, 10751]",Animation|Adventure|Family
77878,The Lady,"The story of Aung San Suu Kyi as she becomes the core of Burma's democracy movement, and her relationship with her husband, writer Michael Aris.",2011-11-30,4.4904,6.785,260,"[18, 10749]",Drama|Romance
283707,Black Souls,"A former narcotics smuggler, now living peaceably in the Calabrian hills, is drawn back into his family’s drug-trade dynasty by his impetuous teenage son.",2014-09-18,5.0331,6.8,210,"[80, 18]",Crime|Drama
1114738,Boneyard,"After Police Chief Carter discovers the remains of eleven women, FBI Special Agent Petrovick is recruited to profile the serial killer responsible for the infamous ""boneyard"" killings. As the police force, narcotics agency, and FBI lock horns, a tangled web of intrigue turns everyone into a suspect.",2024-07-05,5.1634,5.5,160,[53],Thriller
716258,Black Box,"After losing his wife and his memory in a car accident, a single father undergoes an experimental treatment that causes him to question who he really is.",2020-10-06,5.3664,6.399,568,"[27, 878]",Horror|Science Fiction
1213,The Talented Mr. Ripley,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",1999-12-25,4.7539,7.198,4003,"[53, 80, 18]",Thriller|Crime|Drama
1144911,Skincare,"Famed aesthetician Hope Goldman is about to take her career to the next level by launching her very own skin care line. However, she soon faces a new challenge when a rival opens a boutique directly across from her store. Suspecting that someone is trying to sabotage her, she embarks on a quest to unravel the mystery of who's trying to destroy her life.",2024-08-15,5.2307,6.043,105,"[53, 18, 35, 9648]",Thriller|Drama|Comedy|Mystery
668461,Slumberland,"A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again.",2022-11-18,5.4881,7.283,900,"[10751, 14, 35]",Family|Fantasy|Comedy
463906,The Saint,"International master thief, Simon Templar, also known as The Saint, is asked by a desperate rich man to find his kidnapped daughter. However, in addition to evading the authorities, Simon must face a dangerous adversary from his past.",2017-07-11,4.8498,5.4,289,"[28, 12, 80]",Action|Adventure|Crime
718633,Bruised,"Jackie Justice is a mixed martial arts fighter who leaves the sport in disgrace. Down on her luck and simmering with rage and regret years after the fight, she's coaxed into a brutal underground fight by her manager and boyfriend Desi and grabs the attention of a fight league promoter who promises Jackie a life back in the Octagon. But the road to redemption becomes unexpectedly personal when Manny - the son she gave up as an infant - shows up at her doorstep. A triumphant story of a fighter who reclaims her power, in and out of the ring, when everyone has counted her out",2021-11-17,4.9257,6.8,461,[18],Drama
9763,Goal!,"Like millions of kids around the world, Santiago harbors the dream of being a professional footballer... However, living in the Barrios section of Los Angeles, he thinks it is only that—a dream. Until one day an extraordinary turn of events has him trying out for Premiership club Newcastle United.",2005-09-29,5.2724,6.76,1177,[18],Drama
50506,Mrs. Miracle,"Overwhelmed widower Seth Webster is searching for a housekeeper to help him with his unruly six year old twin sons. ""Mrs. Miracle"" mysteriously appears and quickly becomes an irreplaceable nanny, chef, friend... and matchmaker.",2009-12-05,4.7273,6.0,113,"[10770, 35, 10751, 14, 10749]",TV Movie|Comedy|Family|Fantasy|Romance
16995,State of Play,"When a congressional aide is killed, a Washington, D.C. journalist starts investigating the case involving the Representative, his old college friend.",2009-04-17,4.8884,6.8,2065,"[53, 80, 9648]",Thriller|Crime|Mystery
9874,Cobra,A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far reaching plans.,1986-01-01,5.3562,6.148,1879,"[28, 80, 53]",Action|Crime|Thriller
109424,Captain Phillips,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",2013-10-10,5.0676,7.538,7279,"[28, 18, 53]",Action|Drama|Thriller
567598,Greed,A retail billionaire's 60th birthday party is celebrated in an exclusive hotel on the Greek island of Mykonos.,2019-09-07,5.0808,5.6,165,"[35, 18]",Comedy|Drama
14310,Infernal Affairs III,"While Yeung Kam Wing is trying to remove all connections between the mob and him, his actions are being carefully observed by Lau Kin Ming, who bears a personal grudge against him.",2003-12-12,5.1134,6.9,359,"[80, 18, 28]",Crime|Drama|Action
48677,Cloak & Dagger,"Davey Osborne is an average 11-year-old boy with an overactive imagination. He spends his days playing video games and pretending to be a spy with his imaginary father-figure, Jack Flack - a substitute for his real father, who is struggling with the recent death of Davey's mother. However, fantasy becomes reality for Davey after he witnesses the murder of an FBI agent, who in his dying breath, gives Davey a mysterious video game cartridge called Cloak & Dagger, which in actuality contains top-secret government information. With the help of his younger friend Kim, the tech savvy Morris, and even a little help from his fictional secret agent mentor, Davey must stay one step ahead of pursuers as he tries to survive a real-life game of espionage in the streets of San Antonio, Texas.",1984-06-01,5.2266,6.3,150,"[12, 28, 10751]",Adventure|Action|Family
746,The Last Emperor,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",1987-10-04,5.173,7.584,1839,"[18, 36]",Drama|History
1443,The Virgin Suicides,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",2000-04-21,4.5022,7.12,3494,"[18, 10749]",Drama|Romance
152792,Devil's Knot,The savage murders of three young children sparks a controversial trial of three teenagers accused of killing the kids as part of a satanic ritual.,2013-05-09,4.5679,6.181,696,"[80, 18, 53]",Crime|Drama|Thriller
13496,American Outlaws,"When a Midwest town learns that a corrupt railroad baron has captured the deeds to their homesteads without their knowledge, a group of young ranchers join forces to take back what is rightfully theirs. They will become the object of the biggest manhunt in the history of the Old West and, as their fame grows, so will the legend of their leader, a young outlaw by the name of Jesse James.",2001-08-17,5.3035,6.0,269,"[37, 28]",Western|Action
234004,Ratchet & Clank,"When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe.",2016-04-13,5.3417,5.77,646,"[28, 12, 16, 10751]",Action|Adventure|Animation|Family
3133,Badlands,An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,1974-01-05,5.3706,7.474,1293,"[80, 18, 10749]",Crime|Drama|Romance
327,Brother,"A Japanese Yakuza gangster's deadly existence in his homeland gets him exiled to Los Angeles, where he is taken in by his little brother and his brother's gang.",2000-12-13,5.4345,7.1,506,"[80, 18, 53]",Crime|Drama|Thriller
41402,Let Me In,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,2010-10-01,4.9631,6.786,2151,"[18, 27, 9648]",Drama|Horror|Mystery
324803,Hangman,"Returning from vacation, the Miller family find their home has been broken into. After cleaning up the mess they continue with their lives, shaking off the feeling of being violated. But little do they know the nightmare has just begun.",2015-03-14,4.9713,4.8,144,"[27, 53]",Horror|Thriller
6795,Zathura: A Space Adventure,"After their father is called into work, two young boys, Walter and Danny, are left in the care of their teenage sister, Lisa, and told they must stay inside. Walter and Danny, who anticipate a boring day, are shocked when they begin playing Zathura, a space-themed board game, which they realize has mystical powers when their house is shot into space. With the help of an astronaut, the boys attempt to return home.",2005-11-06,5.5607,6.432,3464,"[878, 12, 10751]",Science Fiction|Adventure|Family
347881,The Confirmation,A divorced father reconnects with his son when they track down a stolen toolbox over the course of a weekend.,2016-03-18,4.5571,6.409,192,"[18, 35]",Drama|Comedy
41784,Black Robe,"Missionary Father LaForgue travels to the New World in hopes of converting Algonquin Indians to Catholicism. Accepted, though warily, by the Indians, LaForgue travels with the Indians using his strict Catholic rules and ideals to try and impose his religion.",1991-10-04,4.6941,6.5,111,"[12, 18, 36]",Adventure|Drama|History
3525,Working Girl,"When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job.",1988-12-20,5.4655,6.6,1024,"[35, 10749, 18]",Comedy|Romance|Drama
325346,The Hollars,"Aspiring New York City artist John Hollar returns to his Middle America hometown on the eve of his mother’s brain surgery. Joined by his girlfriend, eight months pregnant with their first child, John is forced to navigate the crazy world he left behind.",2016-08-25,4.7252,6.304,322,"[35, 18, 10749]",Comedy|Drama|Romance
44800,The Gambler,New York City English professor Axel Freed outwardly seems like an upstanding citizen. But privately Freed is in the clutches of a severe gambling addiction that threatens to destroy him.,1974-10-02,4.7521,6.7,121,"[18, 80]",Drama|Crime
398933,To the Top,"Scott, a gifted young snowboarder, has one dream: to be number one. He wants to do what no one has ever succeeded in doing: to climb Mount Everest and ride the world's purest, steepest, and most dangerous descent. Once in Chamonix, the riders' Mecca, he crosses paths with Pierrick, a former champion turned mountain guide. Scott knows that this is the encounter that could take him to the top.",2017-12-20,4.5293,5.9,139,"[12, 35, 18]",Adventure|Comedy|Drama
15660,Mommie Dearest,"Renowned film star Joan Crawford's abuse towards Christina, her adopted daughter, intensifies as her professional and romantic relationships turn sour.",1981-09-16,5.4555,6.335,227,[18],Drama
840,Close Encounters of the Third Kind,"After an encounter with UFOs, an electricity linesman feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",1977-12-14,5.0301,7.353,4479,"[878, 18]",Science Fiction|Drama
842934,Poker Face,"A yearly high-stakes poker game between childhood friends turns into chaos when the tech billionaire host unveils an elaborate scheme to seek revenge for the ways they've betrayed him over the years. But as his plans unfold, a group of thieves hatch plans of their own breaking into the mansion thinking it is empty. The old friends quickly band together and the years of playing the game help them win their way through a night of terror.",2022-11-16,4.962,5.576,399,"[53, 80]",Thriller|Crime
523931,Megalodon,"A military vessel on the search for an unidentified submersible finds themselves face to face with a giant shark, forced to use only what they have on board to defend themselves from the monstrous beast.",2018-08-10,5.1812,5.4,290,"[28, 878, 27, 10770]",Action|Science Fiction|Horror|TV Movie
559969,El Camino: A Breaking Bad Movie,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",2019-10-11,6.0455,7.043,5424,"[80, 18, 53]",Crime|Drama|Thriller
455476,Knights of the Zodiac,"When a headstrong street orphan, Seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?",2023-04-27,4.6848,6.307,1252,"[14, 28, 12, 878]",Fantasy|Action|Adventure|Science Fiction
814800,Goodnight Mommy,"When twin brothers arrive home to find their mother’s demeanor altered and face covered in surgical bandages, they begin to suspect the woman beneath the gauze might not be their mother.",2022-09-16,4.9567,6.261,524,"[27, 53, 9648]",Horror|Thriller|Mystery
479718,The Outlaws,"In Chinatown, law and order is turned upside down when a trio of feral Chinese gangsters arrive, start terrorizing civilians, and usurping territory. The beleaguered local gangsters team up with the police, lead by the badass loose cannon Ma Seok-do, to bring them down. Based on a true story.",2017-10-03,5.1463,7.686,493,"[28, 80, 53]",Action|Crime|Thriller
638597,YES DAY,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.,2021-03-11,5.3124,6.7,1261,"[10751, 35]",Family|Comedy
30924,Motel Hell,"Farmer Vincent Smith and his sister Ida run a motel attached to a farm where they capture unsuspecting travelers, bury them alive, fatten them up and then harvest their bodies as ingredients for his famous brand of ""smoked meats.""",1980-08-14,5.3162,5.8,257,"[35, 27]",Comedy|Horror
11404,Driving Lessons,"A shy teenage boy trying to escape the influence of his domineering mother, has his world changed when he begins to work for a retired actress.",2006-09-06,4.3645,6.097,165,"[35, 18]",Comedy|Drama
554311,Zombi Child,"Haiti, 1962: A man is brought back from the dead only to be sent to the living hell of the sugarcane fields. In Paris, 55 years later, at the prestigious Légion d’honneur boarding school, a Haitian girl confesses an old family secret to a group of new friends - never imagining that this strange tale will convince a heartbroken classmate to do the unthinkable.",2019-06-12,4.5282,6.141,135,"[14, 27, 18]",Fantasy|Horror|Drama
753232,The Commando,"An elite DEA agent returns home after a failed mission when his family makes an unexpected discovery in their house – a stash of money worth $3 million. They soon face the danger and threat of a newly released criminal and his crew, who will do whatever it takes to retrieve the money, including kidnap the agent’s daughters. Stakes are high and lives are at risk in this head-to-head battle as the agent stops at nothing to protect his family against the money-hungry criminals.",2022-01-07,4.7039,5.7,171,"[28, 80, 53]",Action|Crime|Thriller
158916,Sweetwater,"In the late 1800s, a fanatical religious leader, a renegade Sheriff, and a former prostitute collide in a blood triangle on the rugged plains of the New Mexico Territory.",2013-10-09,5.1325,6.1,205,"[37, 53]",Western|Thriller
11820,Mona Lisa Smile,"Katherine Watson is a recent UCLA graduate hired to teach art history at the prestigious all-female Wellesley College, in 1953. Determined to confront the outdated mores of society and the institution that embraces them, Katherine inspires her traditional students, including Betty and Joan, to challenge the lives they are expected to lead.",2003-12-19,5.1077,6.912,1857,"[18, 36, 10749]",Drama|History|Romance
2440,Joint Security Area,"Two North Korean soldiers are killed in the border area between North and South Korea, prompting an investigation by a neutral body. The sergeant is the shooter, but the lead investigator, a Swiss-Korean woman, receives differing accounts from the two sides.",2000-09-09,5.0507,7.817,773,"[18, 53, 28]",Drama|Thriller|Action
12162,The Hurt Locker,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",2008-10-10,4.7797,7.256,5955,"[18, 53, 10752]",Drama|Thriller|War
9032,Big Daddy,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",1999-06-25,4.8218,6.494,3437,"[35, 18]",Comedy|Drama
19457,The Yards,"In the rail yards of Queens, contractors repair and rebuild the city's subway cars. These contracts are lucrative, so graft and corruption are rife. When Leo Handler gets out of prison, he finds his aunt married to Frank Olchin, one of the big contractors; he's battling with a minority-owned firm for contracts.",2000-04-27,4.663,6.205,492,"[80, 18, 53]",Crime|Drama|Thriller
11037,Iron Eagle,"When Doug's father, an Air Force Pilot, is shot down by MiGs belonging to a radical Middle Eastern state, no one seems able to get him out. Doug finds Chappy, an Air Force Colonel who is intrigued by the idea of sending in two fighters piloted by himself and Doug to rescue Doug's father after bombing the MiG base.",1986-01-17,5.0932,5.585,323,[28],Action
37527,Dr. Giggles,"In 1957, Evan Rendell flees after his father is lynched for killing multiple patients in his effort to find a replacement heart for his ailing wife. After 35 years, Evan escapes from a mental institution and returns to town for revenge, killing off residents one by one. When Jennifer and her friends break into the Rendell house out of morbid curiosity, Evan notices Jennifer has a heart condition similar to his mother and decides to make her his final victim.",1992-10-23,5.0547,5.547,172,"[27, 35]",Horror|Comedy
412302,Gemini,"A heinous crime tests the complex relationship between a tenacious personal assistant and her Hollywood starlet boss. As the assistant travels across Los Angeles to unravel the mystery, she must stay one step ahead of a determined policeman and confront her own understanding of friendship, truth and celebrity.",2017-06-14,4.9588,5.402,143,"[9648, 80, 18, 53]",Mystery|Crime|Drama|Thriller
5917,Tom Horn,A renowned former army scout is hired by ranchers to hunt down rustlers but finds himself on trial for the murder of a boy when he carries out his job too well. Tom Horn finds that the simple skills he knows are of no help in dealing with the ambitions of ranchers and corrupt officials as progress marches over him and the old west.,1980-03-28,5.2729,6.3,126,"[37, 28, 18]",Western|Action|Drama
513432,Only You,A madly-in-love young couple's relationship begins to suffer when they struggle to conceive a child.,2019-07-12,5.5818,6.607,126,"[18, 10749]",Drama|Romance
812225,Black Clover: Sword of the Wizard King,"As a lionhearted boy who can't wield magic strives for the title of Wizard King, four banished Wizard Kings of yore return to crush the Clover Kingdom.",2023-06-16,5.5297,8.129,342,"[16, 14, 28, 12]",Animation|Fantasy|Action|Adventure
755437,You Keep the Kids,"Flora and Victor are fun, modern, caring parents. That is, until they decide to get a divorce, and the perfect job opportunity turns up for them. They now have one problem: custody.",2021-12-17,4.1868,7.125,204,"[35, 10751]",Comedy|Family
15357,District 13: Ultimatum,"Damien and Leito return to District 13 on a mission to bring peace to the troubled sector that is controlled by five different gang bosses, before the city’s secret services take drastic measures to solve the problem.",2009-02-18,4.8874,6.376,1227,"[28, 53, 80]",Action|Thriller|Crime
10022,The Pacifier,Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,2005-03-04,4.8804,6.072,3168,"[35, 10751, 28]",Comedy|Family|Action
20862,Smoke Signals,"Young Native American man Thomas is a nerd in his reservation, wearing oversize glasses and telling everyone stories no-one wants to hear. His parents died in a fire in 1976, and Thomas was saved by Arnold. Arnold soon left his family, and Victor hasn't seen his father for 10 years. When Victor hears Arnold has died, Thomas offers him funding for the trip to get Arnold's remains.",1998-06-26,4.8066,6.8,109,"[18, 35]",Drama|Comedy
17431,Moon,"With only three weeks left in his three-year contract, Sam Bell is eager to return to Earth. Stationed alone at a Moon-based facility with his computer assistant GERTY, an unexpected accident sets off a series of unsettling events that shake his isolation.",2009-06-12,4.6386,7.565,6057,"[878, 18]",Science Fiction|Drama
3309,Mildred Pierce,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,1945-10-20,4.99,7.6,430,"[80, 18]",Crime|Drama
47002,Love Letter,"Hiroko attends the memorial service of her fiancé, Itsuki Fujii, who died in a mountain-climbing incident. Although Itsuki's mother says that their old house is gone, Hiroko records the address listed under his name in his yearbook and sends him a letter. Surprisingly, she receives a reply, and discovers it came from his old classmate, a girl who also happens to be called Itsuki Fujii.",1995-03-25,4.9407,7.768,237,"[18, 10749]",Drama|Romance
848058,Piggy,A bullied overweight teenager sees a glimpse of hope when her tormentors are brutally abducted by a mesmerizing stranger.,2022-10-07,5.4224,6.581,670,"[18, 27]",Drama|Horror
8922,Jeepers Creepers,"On a desolate country highway, two homeward-bound teens are nearly run off the road by a maniac in a beat-up truck, and later spot him shoving what appears to be a body down a sewer pipe.",2001-07-01,4.5825,6.472,3173,[27],Horror
1013850,A Real Pain,Mismatched cousins David and Benji reunite for a tour through Poland to honor their beloved grandmother. The adventure takes a turn when the pair's old tensions resurface against the backdrop of their family history.,2024-11-01,5.2189,6.768,1246,"[35, 18]",Comedy|Drama
46728,The Race,"Sami, Tacchini, Yaya and Kader are four small-time crooks from the suburbs of Paris. After a failed robbery, their boss, Carlito, sends them to Canada to spy on his fiancée. There, they are mistaken for a band of professional killers and are hired to assassinate the heiress Léonore de Segonzac...",2002-03-27,4.3456,3.976,106,"[28, 35, 18, 10751]",Action|Comedy|Drama|Family
8329,[REC],A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,2007-11-23,5.315,7.222,4716,"[27, 9648]",Horror|Mystery
385736,Kicks,"When his hard-earned kicks get snatched by a local hood, fifteen-year old Brandon and his two best friends go on an ill-advised mission across the Bay Area to retrieve the stolen sneakers.",2016-09-09,5.305,6.758,149,"[18, 80, 28]",Drama|Crime|Action
41662,3 Women,"Two co-workers, one a vain woman and the other an awkward teenager, share an increasingly bizarre relationship after becoming roommates.",1977-04-29,5.0278,7.094,332,[18],Drama
11441,Madly in Love,"Cristina is a rich, spoiled princess visiting Rome with her royal parents. The mission of their visit is to marry her off to a super-wealthy corporate type and thereby start to turn around the losses their small kingdom is experiencing in its casino business. These less-than-noble intentions get derailed when Barnaba, a zany bus driver enters their lives and falls madly in love with the gorgeous Cristina. He is nuts enough to succeed in this romantic chase after royalty, as love seems to fuel his determination to rid Cristina of her elitism and to make her see his own irrepressible attractions.",1981-12-18,5.0774,6.61,269,[35],Comedy
534072,Great White,"A sea plane is destroyed in a freak accident, five people find themselves drifting on a raft. At the mercy of the tide and with no hope of rescue, the helpless situation takes a horrifying turn when they are terrorized by a ravenous great white.",2021-05-07,4.3581,5.197,408,"[27, 53]",Horror|Thriller
531735,Ibiza,"A mature podiatrist, his girlfriend and her teenage children travel Ibiza to live a crazy holidays.",2019-07-03,4.8084,5.204,338,[35],Comedy
9289,The Longest Day,"The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""",1962-09-25,5.7216,7.602,991,"[10752, 28, 18]",War|Action|Drama
14667,Dogfight,"In the fall of 1963, Eddie Birdlace is an 18-year-old Marine Corps volunteer who is about to ship out with three of his buddies for a tour of duty in Vietnam. Planning a massive blowout for their last night in San Francisco, Eddie, his buddies, and a number of other Marines set up a contest they call a ""dogfight”.",1991-10-04,4.5729,6.9,134,"[18, 10749]",Drama|Romance
369524,The Comedian,"An aging comic icon, Jackie Burke, has seen better days. Despite his efforts to reinvent himself and his comic genius, the audience only wants to know him as the former television character he once played. Already a strain on his younger brother and his wife, Jackie is forced to serve out a sentence doing community service for accosting an audience member. While there, he meets Harmony, the daughter of a sleazy Florida real estate mogul, and the two find inspiration in one another, resulting in surprising consequences.",2016-12-09,4.9531,5.688,168,[35],Comedy
514999,Murder Mystery,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht.",2019-05-25,4.6976,6.263,4667,"[28, 35, 9648]",Action|Comedy|Mystery
9600,Big Momma's House,"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.",2000-05-31,4.2764,5.824,2406,"[80, 35]",Crime|Comedy
2162,Chill Factor,A store clerk and an ice cream truck driver are thrown together when a dying scientist entrusts them with a deadly chemical kept in ice. This chemical will kill every living thing once it melts. They have to take the chemical codenamed 'Elvis' to the next nearest military base while being chased by terrorists who want it to hold the country for ransom.,1999-09-01,4.7238,4.9,142,"[28, 35, 53]",Action|Comedy|Thriller
157354,Fruitvale Station,"Oakland, California. Young Afro-American Oscar Grant crosses paths with family members, friends, enemies and strangers before facing his fate on the platform at Fruitvale Station, in the early morning hours of New Year's Day 2009.",2013-07-26,4.977,7.354,1380,[18],Drama
117251,White House Down,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",2013-06-27,4.7024,6.464,4973,"[28, 18, 53]",Action|Drama|Thriller
46429,Gallowwalkers,"When a nun broke her covenant with God to save the life of  her unborn son, Aman, he was cursed for life. As an adult, Aman has killed those who have crossed him. But his curse brings his victims back to life and they pursue him for revenge, so Aman enlists a young gunman to fight by his side against his undead victims.",2012-10-27,4.6176,4.7,349,"[28, 27, 37]",Action|Horror|Western
26141,Fatal Instinct,"Ned Ravine is a police officer and lawyer who occasionally defends the delinquents he arrests. He crosses paths with seductive Lola Cain during an assignment and promptly begins an affair with her. Meanwhile, Ned's wife, Lana, is deep in an affair of her own. Lana and her lover are planning to murder Ned in an elaborate fashion so they can collect on his triple indemnity life insurance policy.",1993-10-29,4.7264,5.4,160,"[35, 80]",Comedy|Crime
18289,Godzilla vs. Biollante,"After the previous Godzilla attack, a miniature arms race ensues to collect his cells. Concerned over Godzilla's possible return, the Japanese government uses the cells to create a new bio-weapon, ANEB (Anti-Nuclear Energy Bacteria). They seeks the aid of geneticist Genshiro Shiragami, who's experiments result in a new mutation.",1989-12-16,6.191,7.4,280,"[28, 27, 14, 878]",Action|Horror|Fantasy|Science Fiction
13949,Persuasion,"Living with her snobby family on the brink of bankruptcy, Anne Elliot is an unconforming woman with modern sensibilities. When Frederick Wentworth – the dashing one she once sent away – crashes back into her life, Anne must choose between putting the past behind her or listening to her heart when it comes to second chances.",2007-04-01,5.393,7.2,278,"[18, 10749, 10770]",Drama|Romance|TV Movie
989589,The Settlers,"Chile, early 20th century. José Menéndez, a wealthy landowner, hires three horsemen to mark out the perimeter of his extensive property and open a route to the Atlantic Ocean across vast Patagonia.",2023-10-11,5.6502,6.743,140,"[18, 37]",Drama|Western
193610,The Other Woman,"After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",2014-04-16,4.8194,6.426,3661,"[35, 10749]",Comedy|Romance
84329,Robot & Frank,"Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their father’s well-being and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion. With his robot’s assistance, Frank’s passion for his old, unlawful profession is reignited, for better or worse.",2012-08-24,4.393,6.9,1135,"[878, 35, 18, 80]",Science Fiction|Comedy|Drama|Crime
20411,Until Death,"Anthony Stowe is a dirty cop who is hooked on heroin—and everyone hates him. After a serious accident, he is placed into an induced coma, but emerges from it a better person who wants to put things right.",2007-01-19,4.8645,5.912,232,"[28, 53, 80]",Action|Thriller|Crime
571265,Digimon Adventure: Last Evolution Kizuna,"Tai is now a university student, living alone, working hard at school, and working every day, but with his future still undecided. Meanwhile, Matt and others continue to work on Digimon incidents and activities that help people with their partner Digimon. When an unprecedented phenomenon occurs, the DigiDestined discover that when they grow up, their relationship with their partner Digimon will come closer to an end.",2020-02-21,5.3168,8.131,252,"[16, 28, 12, 14]",Animation|Action|Adventure|Fantasy
414191,Our House,Ethan is suffering enormous guilt after his parents are killed in a car accident. He quits a promising future at MIT and work on a revolutionary experiment in order to care for his younger siblings.,2018-07-27,5.038,5.64,349,[27],Horror
16358,Eulogy,"A black comedy that follows three generations of a family, who come together for the funeral of the patriarch - unveiling a litany of family secrets and covert relationships.",2004-10-15,4.5656,6.431,136,"[35, 18]",Comedy|Drama
