id,title,overview,release_date,popularity,vote_average,vote_count,genre_ids,genres
83533,Avatar: Fire and Ash,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.",2025-12-17,543.441,7.4,851,"[878, 12, 14]",Science Fiction|Adventure|Fantasy
1084242,Zootopia 2,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",2025-11-26,391.9073,7.625,813,"[16, 35, 12, 10751, 9648]",Animation|Comedy|Adventure|Family|Mystery
1228246,Five Nights at Freddy's 2,"One year since the supernatural nightmare at Freddy Fazbear's Pizza, the stories about what transpired there have been twisted into a campy local legend, inspiring the town's first ever Fazfest. With the truth kept from her, Abby sneaks out to reconnect with Freddy, Bonnie, Chica, and Foxy, setting into motion a terrifying series of events that will reveal dark secrets about the real origin of Freddy's, and unleash a decades-hidden horror.",2025-12-03,356.4375,6.893,422,"[27, 53]",Horror|Thriller
982843,The Great Flood,"When a raging flood traps a researcher and her young son, a call to a crucial mission puts their escape — and the future of humanity — on the line.",2025-09-18,312.7574,6.139,335,"[878, 12, 18]",Science Fiction|Adventure|Drama
425274,Now You See Me: Now You Don't,"The original Four Horsemen reunite with a new generation of illusionists to take on powerful diamond heiress Veronika Vanderberg, who leads a criminal empire built on money laundering and trafficking. The new and old magicians must overcome their differences to work together on their most ambitious heist yet.",2025-11-12,240.0739,6.557,698,"[53, 80, 9648]",Thriller|Crime|Mystery
755898,War of the Worlds,"Will Radford is a top analyst for Homeland Security who tracks potential threats through a mass surveillance program, until one day an attack by an unknown entity leads him to question whether the government is hiding something from him... and from the rest of the world.",2025-07-29,198.7233,4.243,802,"[878, 53]",Science Fiction|Thriller
1223601,Sisu: Road to Revenge,"Returning to the house where his family was brutally murdered during the war, ‘the man who refuses to die’ dismantles it, loads it on a truck, and is determined to rebuild it somewhere safe in their honor. When the commander who killed his family comes back hellbent on finishing the job, a relentless, eye-popping cross-country chase ensues.",2025-10-21,170.2377,7.517,350,"[28, 10752]",Action|War
1195518,The Unholy Trinity,"Set against the turbulent backdrop of 1870s Montana, in the moments before the execution of Isaac Broadway, he gives his estranged son, Henry, an impossible task: murder the man who framed him for a crime he didn’t commit. Intent on fulfilling his promise, Henry travels to the remote town of Trinity, where an unexpected turn of events traps him in town and leaves him caught between Gabriel Dove, the town’s upstanding new sheriff, and a mysterious figure named St. Christopher.",2025-06-13,135.502,6.255,110,"[37, 12, 80]",Western|Adventure|Crime
1419406,The Shadow's Edge,Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.,2025-08-16,130.1461,6.646,182,"[28, 80, 53]",Action|Crime|Thriller
76600,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",2022-12-14,131.8333,7.605,13328,"[28, 12, 878]",Action|Adventure|Science Fiction
533533,TRON: Ares,"A highly sophisticated Program called Ares is sent from the digital world into the real world on a dangerous mission, marking humankind's first encounter with A.I. beings.",2025-10-08,120.9124,6.606,843,"[878, 12, 28]",Science Fiction|Adventure|Action
798645,The Running Man,"Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite — and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.",2025-11-11,116.0034,6.844,811,"[28, 53, 878]",Action|Thriller|Science Fiction
1242898,Predator: Badlands,"Cast out from his clan, a young Predator finds an unlikely ally in a damaged android and embarks on a treacherous journey in search of the ultimate adversary.",2025-11-05,121.8749,7.3,709,"[28, 878, 12]",Action|Science Fiction|Adventure
19995,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",2009-12-16,124.1643,7.598,33078,"[28, 12, 14, 878]",Action|Adventure|Fantasy|Science Fiction
812583,Wake Up Dead Man: A Knives Out Mystery,"When young priest Jud Duplenticy is sent to assist charismatic firebrand Monsignor Jefferson Wicks, it’s clear that all is not well in the pews. After a sudden and seemingly impossible murder rocks the town, the lack of an obvious suspect prompts local police chief Geraldine Scott to join forces with renowned detective Benoit Blanc to unravel a mystery that defies all logic.",2025-11-26,120.0731,7.214,1311,"[53, 9648, 35]",Thriller|Mystery|Comedy
1259102,Eternity,"In an afterlife where souls have one week to decide where to spend eternity, Joan is faced with the impossible choice between the man she spent her life with and her first love, who died young and has waited decades for her to arrive.",2025-11-26,103.8076,7.0,182,"[10749, 35, 18]",Romance|Comedy|Drama
1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro, Nezuko, and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.",2025-07-18,120.4552,7.638,617,"[16, 28, 14]",Animation|Action|Fantasy
1214931,Nuremberg,"In postwar Germany, an American psychiatrist must determine whether Nazi prisoners are fit to go on trial for war crimes, and finds himself in a complex battle of intellect and ethics with Hermann Göring, Hitler's right-hand man.",2025-11-06,89.119,7.243,228,"[36, 18]",History|Drama
1054867,One Battle After Another,"Washed-up revolutionary Bob exists in a state of stoned paranoia, surviving off-grid with his spirited, self-reliant daughter, Willa. When his evil nemesis resurfaces after 16 years and she goes missing, the former radical scrambles to find her, father and daughter both battling the consequences of his past.",2025-09-23,85.8363,7.469,2106,"[53, 80, 28]",Thriller|Crime|Action
1218925,Chainsaw Man - The Movie: Reze Arc,"In a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into Denji's world, and he faces his deadliest battle yet, fueled by love in a world where survival knows no rules.",2025-09-19,85.8405,8.3,522,"[16, 28, 10749, 14]",Animation|Action|Romance|Fantasy
1062722,Frankenstein,"Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.",2025-10-17,78.1105,7.714,2430,"[18, 14, 27]",Drama|Fantasy|Horror
1180831,Troll 2,"When a dangerous new troll unleashes devastation across their homeland, Nora, Andreas and Major Kris embark on their most perilous mission yet.",2025-11-30,76.3629,6.623,317,"[28, 14, 53]",Action|Fantasy|Thriller
269149,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",2016-02-11,76.233,7.757,17384,"[16, 12, 10751, 35]",Animation|Adventure|Family|Comedy
772,Home Alone 2: Lost in New York,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas Eve.",1992-11-15,69.252,6.8,10310,"[35, 10751, 12]",Comedy|Family|Adventure
7451,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",2002-08-09,71.6771,5.978,4706,"[28, 12, 53, 80, 18]",Action|Adventure|Thriller|Crime|Drama
1246049,Dracula,"When a 15th-century prince denounces God after the devastating loss of his wife, he inherits an eternal curse: he becomes Dracula. Condemned to wander the centuries, he defies fate and death itself, guided by a single hope — to be reunited with his lost love.",2025-07-30,65.0846,7.1,673,"[27, 14, 10749]",Horror|Fantasy|Romance
8871,How the Grinch Stole Christmas,The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,2000-11-17,63.7406,6.781,8065,"[10751, 35, 14]",Family|Comedy|Fantasy
575265,Mission: Impossible - The Final Reckoning,"Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.",2025-05-17,63.8438,7.235,2286,"[28, 53, 12]",Action|Thriller|Adventure
980477,Ne Zha 2,"After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must undergo a series of perilous trials that will test their bond, challenge their identities, and decide the fate of both mortals and immortals.",2025-01-29,63.829,8.099,529,"[16, 14, 12, 28]",Animation|Fantasy|Adventure|Action
803796,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",2025-06-20,69.572,8.2,2104,"[14, 10402, 35, 16]",Fantasy|Music|Comedy|Animation
1291608,Dhurandhar,"After the hijacking of IC-814 in 1999 and the Parliament attack in 2001, India’s Intelligence Bureau Chief, Ajay Sanyal, devises an indomitable mission to intrude and rupture the terrorist network in Pakistan, by infiltrating the underworld mafia of Karachi with the help of a mysterious traveler.",2025-12-05,62.8799,6.303,122,"[28, 53]",Action|Thriller
10437,The Muppet Christmas Carol,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future.",1992-12-11,57.6248,7.4,1119,"[10402, 35, 10751, 14, 18]",Music|Comedy|Family|Fantasy|Drama
1061474,Superman,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",2025-07-09,58.2397,7.391,4052,"[878, 12, 28]",Science Fiction|Adventure|Action
1363123,The Family Plan 2,"Now that Dan's assassin days are behind him, all he wants for Christmas is quality time with his kids. But when he learns his daughter has her own plans, he books a family trip to London—putting them all in the crosshairs of an unexpected enemy.",2025-11-11,54.7004,6.62,413,"[28, 35]",Action|Comedy
617126,The Fantastic 4: First Steps,"Against the vibrant backdrop of a 1960s-inspired, retro-futuristic world, Marvel's First Family is forced to balance their roles as heroes with the strength of their family bond, while defending Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer.",2025-07-23,58.027,7.008,2714,"[878, 12, 28]",Science Fiction|Adventure|Action
1422096,Good Boy,"A loyal dog moves to a rural family home with his owner Todd, only to discover supernatural forces lurking in the shadows. As dark entities threaten his human companion, the brave pup must fight to protect the one he loves most.",2025-10-01,51.0317,6.73,415,"[27, 53]",Horror|Thriller
1116465,A Legend,An archeologist noticed that the texture of the relics discovered during the excavation of a glacier closely resembled a jade pendant seen in one of his dreams. He and his team then embark on an expedition into the depths of the glacier.,2024-07-05,51.5002,6.9,131,"[28, 12, 14]",Action|Adventure|Fantasy
24428,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",2012-04-25,54.3856,7.888,34705,"[878, 28, 12]",Science Fiction|Action|Adventure
1234821,Jurassic World Rebirth,"Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.",2025-07-01,53.9864,6.37,2679,"[878, 12, 28]",Science Fiction|Adventure|Action
701387,Bugonia,"Two conspiracy obsessed young men kidnap the high-powered CEO of a major company, convinced that she is an alien intent on destroying planet Earth.",2025-10-23,56.2257,7.409,968,"[878, 80]",Science Fiction|Crime
346364,It,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",2017-09-06,49.2094,7.2,19936,"[27, 53]",Horror|Thriller
1033148,Die My Love,"After inheriting a remote Montana house, Jackson moves there from New York with his partner Grace, and the couple soon welcome a child. As Jackson becomes increasingly absent and rural isolation sets in, Grace struggles with loneliness, creative frustration, and unresolved emotional wounds. What begins as an attempt at renewal gradually turns into an intense psychological descent, placing strain on their relationship and exposing the fragile balance between love, identity, and motherhood.",2025-10-06,45.6437,6.3,250,[18],Drama
967941,Wicked: For Good,"As an angry mob rises against the Wicked Witch, Glinda and Elphaba will need to come together one final time. With their singular friendship now the fulcrum of their futures, they will need to truly see each other, with honesty and empathy, if they are to change themselves, and all of Oz, for good.",2025-11-19,51.6411,6.8,498,"[14, 12, 10749]",Fantasy|Adventure|Romance
911430,F1,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,2025-06-25,47.3134,7.794,2911,"[28, 18]",Action|Drama
1197137,Black Phone 2,"Four years after escaping The Grabber, Finney Blake is struggling with his life after captivity. When his sister Gwen begins receiving calls in her dreams from the black phone and seeing disturbing visions of three boys being stalked at a winter camp, the siblings become determined to solve the mystery and confront a killer who has grown more powerful in death and more significant to them than either could imagine.",2025-10-15,46.1994,6.8,763,"[27, 53]",Horror|Thriller
1230368,Springsteen: Deliver Me from Nowhere,"Bruce Springsteen, a young musician on the cusp of global superstardom, struggles to reconcile the pressures of success with the ghosts of his past.",2025-10-22,39.3425,6.926,148,"[18, 10402]",Drama|Music
23527,First Squad: The Moment of Truth,Set during the opening days of World War II on the Eastern Front. Its main cast are a group of Soviet teenagers with extraordinary abilities; the teenagers have been drafted to form a special unit to fight the invading German army. They are opposed by a Schutzstaffel officer who is attempting to raise from the dead a supernatural army of crusaders from the 12th-century Order of the Sacred Cross.,2009-05-13,41.0016,6.248,139,"[14, 16, 28, 878]",Fantasy|Animation|Action|Science Fiction
507089,Five Nights at Freddy's,"Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.",2023-10-25,41.0457,7.369,4773,"[27, 53]",Horror|Thriller
1087192,How to Train Your Dragon,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.",2025-06-06,45.561,7.967,2334,"[14, 10751, 28, 12]",Fantasy|Family|Action|Adventure
157336,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,2014-11-05,43.1785,8.5,38477,"[12, 18, 878]",Adventure|Drama|Science Fiction
1010581,My Fault,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",2023-06-08,42.2278,7.763,3950,"[18, 10749, 53]",Drama|Romance|Thriller
845781,Red One,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas.",2024-10-31,38.2329,7.024,2850,"[28, 35, 14]",Action|Comedy|Fantasy
1038392,The Conjuring: Last Rites,Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.,2025-09-03,40.7728,6.94,1505,[27],Horror
474350,It Chapter Two,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",2019-09-04,35.9452,6.839,9347,"[27, 53]",Horror|Thriller
1327862,Regretting You,"Morgan Grant and her daughter Clara explore what's left behind after a devastating accident reveals a shocking betrayal and forces them to confront family secrets, redefine love, and rediscover each other.",2025-10-22,37.3361,7.007,212,"[10749, 18]",Romance|Drama
1233413,Sinners,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",2025-04-16,40.0512,7.505,3091,"[27, 28, 53]",Horror|Action|Thriller
360920,The Grinch,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,2018-11-08,35.6227,6.873,4335,"[10751, 35, 16]",Family|Comedy|Animation
1248226,Playdate,"When out-of-work accountant Brian joins stay-at-home dad Jeff for a playdate with their sons, he expects a laid-back afternoon. Instead, they're chased by mercenaries, and Brian—totally unprepared—must survive one absurd obstacle after another.",2025-11-05,37.8453,6.156,422,"[28, 35, 10751]",Action|Comedy|Family
597,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",1997-11-18,35.4767,7.903,26583,"[18, 10749]",Drama|Romance
81188,Rise of the Guardians,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.",2012-11-21,32.1914,7.369,6996,"[16, 10751, 14, 28, 12]",Animation|Family|Fantasy|Action|Adventure
11,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,1977-05-25,35.3828,8.202,21763,"[12, 28, 878]",Adventure|Action|Science Fiction
562,Die Hard,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her offices Christmas Party, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",1988-07-15,35.5339,7.804,11889,"[28, 53]",Action|Thriller
106,Predator,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,1987-06-12,34.3237,7.543,8723,"[878, 28, 12, 53]",Science Fiction|Action|Adventure|Thriller
671,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",2001-11-16,33.9479,7.9,28950,"[12, 14]",Adventure|Fantasy
541671,Ballerina,"Taking place during the events of John Wick: Chapter 3 – Parabellum, Eve Macarro begins her training in the assassin traditions of the Ruska Roma.",2025-06-04,34.46,7.307,2119,"[28, 53, 80]",Action|Thriller|Crime
27205,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010-07-15,33.7271,8.371,38410,"[28, 878, 12]",Action|Science Fiction|Adventure
278,The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",1994-09-23,52.1244,8.714,29410,"[18, 80]",Drama|Crime
1197306,A Working Man,"Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.",2025-03-26,30.6644,6.7,1693,"[28, 80, 53]",Action|Crime|Thriller
639988,No Other Choice,"After being laid off and humiliated by a ruthless job market, a veteran paper mill manager descends into violence in a desperate bid to reclaim his dignity.",2025-09-24,33.7423,7.5,128,"[80, 53, 18]",Crime|Thriller|Drama
1042834,Eden,"A group of disillusioned outsiders abandon modern society in search of a new beginning. Settling on a remote, uninhabited island, their utopian dream quickly unravels as they discover that the greatest threat isn’t the brutal climate or deadly wildlife, but each other.",2025-04-03,29.6427,6.744,471,"[53, 18]",Thriller|Drama
1097870,Dear Santa,"Likeable 6th grader Liam writes to Santa asking him to prove that he's real. But Liam is dyslexic and accidentally sends his letter to Satan instead, who shows up at Liam's house, excited to have his first fanboy letter and wanting a little of Liam's soul.",2024-11-24,32.3294,6.269,458,"[35, 14]",Comedy|Fantasy
1007734,Nobody 2,"Former assassin Hutch Mansell takes his family on a nostalgic vacation to a small-town theme park, only to be pulled back into violence when they clash with a corrupt operator, a crooked sheriff, and a ruthless crime boss.",2025-08-13,31.5079,7.026,1118,"[28, 53]",Action|Thriller
238,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",1972-03-14,33.7437,8.685,22200,"[18, 80]",Drama|Crime
1130276,Succubus,A new father going through a marital separation joins a dating app and matches with a beautiful but mysterious young woman... whose powers of seduction and manipulation entangle him in a mystery more horrifying than he could have ever imagined.,2024-10-06,28.7495,8.789,211,"[27, 53]",Horror|Thriller
1078605,Weapons,"When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.",2025-08-04,31.259,7.308,2587,"[27, 9648]",Horror|Mystery
552524,Lilo & Stitch,The wildly funny and touching story of a lonely Hawaiian girl and the fugitive alien who helps to mend her broken family.,2025-05-17,29.6842,7.249,1916,"[10751, 878, 35]",Family|Science Fiction|Comedy
601,E.T. the Extra-Terrestrial,"An alien is left behind on Earth and saved by the 10-year-old Elliott who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliott, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",1982-06-11,25.2743,7.511,11709,"[878, 12, 10751, 14]",Science Fiction|Adventure|Family|Fantasy
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",2005-12-07,29.2098,7.137,11215,"[12, 10751, 14]",Adventure|Family|Fantasy
122917,The Hobbit: The Battle of the Five Armies,"Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",2014-12-10,30.7906,7.331,14975,"[28, 12, 14]",Action|Adventure|Fantasy
1196573,She Rides Shotgun,"Newly released from prison and marked for death by unrelenting enemies, Nate must now protect his estranged 11-year-old daughter, Polly, at all costs. With scant resources and no one to trust, Nate and Polly forge a bond under fire as he shows her how to fight and survive—and she teaches him the true meaning of unconditional love.",2025-07-31,27.6351,7.044,181,"[28, 53, 80]",Action|Thriller|Crime
120,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",2001-12-18,30.7466,8.427,26739,"[12, 14, 28]",Adventure|Fantasy|Action
533535,Deadpool & Wolverine,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",2024-07-24,29.336,7.567,8072,"[28, 35, 878]",Action|Comedy|Science Fiction
1022787,Elio,"Elio, a space fanatic with an active imagination, finds himself on a cosmic misadventure where he must form new bonds with eccentric alien lifeforms, navigate a crisis of intergalactic proportions and somehow discover who he is truly meant to be.",2025-06-18,26.6483,6.969,746,"[10751, 35, 12, 16, 878]",Family|Comedy|Adventure|Animation|Science Fiction
950387,A Minecraft Movie,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.",2025-03-31,30.9065,6.313,2624,"[10751, 14, 35, 12, 28]",Family|Fantasy|Comedy|Adventure|Action
546554,Knives Out,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",2019-11-27,27.6548,7.845,13434,"[35, 80, 9648]",Comedy|Crime|Mystery
1010756,The Strangers: Chapter 2,"When The Strangers learn that one of their victims, Maya, is still alive, they return to finish what they’ve started.",2025-09-25,27.6172,5.989,176,"[27, 53]",Horror|Thriller
1156594,Our Fault,"Jenna and Lion's wedding brings about the long-awaited reunion between Noah and Nick after their breakup. Nick's inability to forgive Noah stands as an insurmountable barrier. He, heir to his grandfather's businesses, and she, starting her professional life, resist fueling a flame that's still alive. But now that their paths have crossed again, will love be stronger than resentment?",2025-10-15,28.0671,7.417,574,"[10749, 18]",Romance|Drama
569094,Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse's very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",2023-05-31,28.3274,8.338,8123,"[16, 28, 12, 878]",Animation|Action|Adventure|Science Fiction
840326,Sisu,"When an ex-soldier who discovers gold in the Lapland wilderness tries to take the loot into the city, German soldiers led by a brutal SS officer battle him.",2022-09-09,27.5924,7.417,2605,"[28, 10752]",Action|War
574475,Final Destination Bloodlines,"Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all.",2025-05-14,28.1228,7.1,2486,"[27, 9648]",Horror|Mystery
299536,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",2018-04-25,28.1315,8.235,31263,"[12, 28, 878]",Adventure|Action|Science Fiction
1119878,Ice Road: Vengeance,"Big rig ice road driver Mike McCann travels to Nepal to scatter his late brother’s ashes on Mt. Everest. While on a packed tour bus traversing the deadly 12,000 ft. terrain of the infamous Road to the Sky, McCann and his mountain guide encounter a group of mercenaries and must fight to save themselves, the busload of innocent travelers, and the local villagers’ homeland.",2025-06-27,26.2951,6.281,542,"[28, 53, 18]",Action|Thriller|Drama
1035259,The Naked Gun,"Only one man has the particular set of skills... to lead Police Squad and save the world: Lt. Frank Drebin Jr. Following in his father's footsteps, he must solve a murder case to prevent Police Squad from closure.",2025-07-30,28.9011,6.447,1237,"[28, 35, 80]",Action|Comedy|Crime
5255,The Polar Express,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",2004-11-10,25.9099,6.723,6726,"[16, 12, 10751, 14]",Animation|Adventure|Family|Fantasy
